entry_idx,entry_time,side,entry_price,total_pts,leg1_pts,leg2_pts,leg1_exit,leg2_exit,tp2_hit,bars,sm_1m,sm_1m_abs,hour_et,dow,prior_day_atr,bars_to_tp1,5min_sm,5min_sm_dir,5min_sm_slope,5min_rsi,5min_atr,5min_ema20,5min_close,5min_high,5min_low,15min_sm,15min_sm_dir,15min_sm_slope,15min_rsi,15min_atr,15min_ema20,15min_close,15min_high,15min_low,30min_sm,30min_sm_dir,30min_sm_slope,30min_rsi,30min_atr,30min_ema20,30min_close,30min_high,30min_low,1h_sm,1h_sm_dir,1h_sm_slope,1h_rsi,1h_atr,1h_ema20,1h_close,1h_high,1h_low,4h_sm,4h_sm_dir,4h_sm_slope,4h_rsi,4h_atr,4h_ema20,4h_close,4h_high,4h_low,session_above_vwap,session_or_high,session_or_low,session_above_or,session_below_or,session_ib_high,session_ib_low,vol_regime,5min_sm_aligned,15min_sm_aligned,30min_sm_aligned,1h_sm_aligned,4h_sm_aligned,5min_close_vs_ema,15min_close_vs_ema,30min_close_vs_ema,1h_close_vs_ema,4h_close_vs_ema,5min_rsi_ob,5min_rsi_os,15min_rsi_ob,15min_rsi_os,30min_rsi_ob,30min_rsi_os,1h_rsi_ob,1h_rsi_os,4h_rsi_ob,4h_rsi_os,dist_or_high,dist_or_low,dist_ib_high,dist_ib_low
91429,2025-05-21 16:31:00,long,21538.5,4.5,7.5,-3.0,TP1,BE,0.0,25,0.29821296455568536,0.29821296455568536,12,2,402.1353624640824,17.0,-0.6028037718274681,-1.0,0.034830969476493556,61.320812905174066,25.281444246274017,21500.129229407332,21530.75,21533.5,21515.5,0.07222114766530993,1.0,-0.026415031994451027,81.44433823541269,41.18123613528458,21427.166446280607,21530.75,21538.5,21509.0,0.0159598423126176,1.0,0.00821781467126187,78.83244420607083,53.259122787133606,21392.4656335358,21530.75,21550.0,21509.0,-0.009393231203633556,-1.0,0.011796785924918785,72.05788807504368,69.38058442737308,21381.430148212585,21515.25,21535.5,21447.0,0.21207167697921828,1.0,-0.009055435215833879,63.32551293015335,135.8152321546455,21389.712072286857,21515.25,21535.5,21261.0,True,21440.5,21362.25,True,False,21459.0,21362.25,1.0,0.0,1.0,1.0,0.0,1.0,0.14242133275545996,0.4834216133014305,0.6464162141619516,0.6258695085398772,0.5869079830943303,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,98.0,176.25,79.5,176.25
92744,2025-05-22 15:26:00,long,21265.75,-119.0,-59.5,-59.5,SL,SL,0.0,4,0.3351492167446817,0.3351492167446817,11,3,408.17926514521935,,-0.03523014388643675,-1.0,-0.049179717098182585,60.64768767410984,42.833390213634154,21229.011328364795,21261.5,21268.0,21227.75,0.07190740141524604,1.0,0.034340186383382376,56.27087351354397,56.65522881579106,21198.32423728728,21228.25,21263.25,21223.75,-0.4787849269190466,-1.0,-0.05997490195005528,56.569748657180206,71.94857556602838,21192.163770828243,21231.75,21269.25,21166.5,-0.23784801948739603,-1.0,-0.00517520334005217,53.7197516645795,88.23184595193048,21216.08969135308,21231.75,21330.25,21166.5,0.22549232971108982,1.0,0.008952316694513601,31.441437726680192,144.6101972808852,21293.985265784908,21082.25,21243.75,21078.0,True,21330.25,21210.0,False,False,21330.25,21166.5,2.0,0.0,1.0,0.0,0.0,1.0,0.15303902349797893,0.14117041695248908,0.18679654234386647,0.07381335992985148,-0.9943430651524082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.5,55.75,-64.5,99.25
92829,2025-05-22 16:51:00,short,21232.5,47.25,21.0,26.25,TP1,TP2,1.0,16,-0.029690835376353253,0.029690835376353253,12,3,408.17926514521935,6.0,0.15086234942731488,1.0,-0.012894478173096718,35.26319129144676,33.12674107038274,21254.111683807463,21229.0,21253.75,21226.0,-0.0014155404532030236,-1.0,-0.022549044885406544,53.31493329179282,55.21388776082877,21226.814452163853,21248.75,21275.75,21245.25,-0.5314697166019806,-1.0,0.002123373818731733,60.63105652742404,72.68194989743598,21207.517471559328,21269.0,21324.75,21247.75,-0.19955814393642446,-1.0,0.038289875550971575,58.67066737936333,87.94742838393545,21221.414482652788,21272.0,21281.5,21197.25,0.21236521573366063,1.0,-0.013127113977429189,49.43444150557598,155.06661176082193,21291.89143094825,21272.0,21330.25,21039.25,True,21330.25,21210.0,False,False,21330.25,21166.5,2.0,0.0,1.0,1.0,1.0,0.0,-0.11814976876495181,0.10333885890216855,0.2899091254934698,0.2383701491178283,-0.09342256423183294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.75,22.5,-97.75,66.0
94044,2025-05-23 14:06:00,long,20934.25,5.0,12.0,-7.0,TP1,BE,0.0,4,0.053424340838129636,0.053424340838129636,10,4,400.3450319205608,3.0,-0.2269012665787777,-1.0,-0.06533425648248181,66.5168209656463,52.612194260846586,20870.859487153008,20927.5,20938.25,20881.0,0.6591326647566916,1.0,-0.08880918969081275,42.26568472554853,67.54532441569923,20962.631403756623,20887.25,20911.25,20843.75,0.3587826422711351,1.0,0.08208547406847228,32.73764066275993,78.4360575310601,21040.602141060863,20887.25,20953.5,20821.5,0.009269603617914901,1.0,-0.02560037611987226,30.110575667332427,100.1514580033171,21099.55066491246,20887.25,20953.5,20755.5,0.06046307383777738,1.0,-0.01667054131085327,25.1791663391798,164.32654452109028,21218.291356109836,20834.5,21231.5,20804.25,False,,,False,False,,,1.0,0.0,1.0,1.0,1.0,1.0,0.27138562684424783,-0.3595989563748844,-0.7288391274772271,-1.0061857159143563,-1.8087759738454272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
94074,2025-05-23 14:36:00,long,20979.5,-99.5,-49.75,-49.75,SL,SL,0.0,17,0.14784594647638427,0.14784594647638427,10,4,400.3450319205608,,-0.6651321542014262,-1.0,-0.05684245568685453,64.95567883951281,53.74375755265699,20909.215551159432,20976.25,20980.0,20933.25,0.23468510302675755,1.0,-0.24418869026444873,51.390901619935555,71.61178482782229,20961.44656860803,20943.75,20990.5,20908.0,0.43041083692682064,1.0,0.07162819465568554,42.103307711398614,80.88705342169867,21031.378127626496,20943.75,20993.75,20881.0,0.009269603617914901,1.0,-0.02560037611987226,30.110575667332427,100.1514580033171,21099.55066491246,20887.25,20953.5,20755.5,0.06046307383777738,1.0,-0.01667054131085327,25.1791663391798,164.32654452109028,21218.291356109836,20834.5,21231.5,20804.25,True,20993.75,20881.0,False,False,,,1.0,0.0,1.0,1.0,1.0,1.0,0.3205976268050427,-0.08442436713567188,-0.4166542348995633,-1.0061857159143563,-1.8087759738454272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.25,98.5,,
94184,2025-05-23 16:26:00,long,20979.5,9.0,11.0,-2.0,TP1,BE,0.0,31,0.02543367272834407,0.02543367272834407,12,4,400.3450319205608,21.0,-0.08763600592633752,-1.0,0.008776172316800834,61.98682730326335,39.31252220787165,20947.306649388152,20975.75,20977.5,20938.5,-0.386162832466773,-1.0,-0.042311528657315634,50.528119276966535,67.99572562988655,20953.81904059832,20944.75,20974.0,20918.75,0.5113198561547221,1.0,0.023116119719731876,43.17862763005866,80.74885436132361,21006.71132462911,20935.25,21009.25,20933.75,-0.005061422352098721,-1.0,0.0007320065192173986,37.09501393789326,102.79768572734994,21067.63444452018,20935.25,21009.25,20883.75,0.034846583725099134,1.0,-0.025616490112678247,34.36465894539201,172.71393419815527,21191.335036480326,20935.25,21009.25,20727.5,True,20993.75,20881.0,False,False,20993.75,20881.0,1.0,0.0,0.0,1.0,0.0,1.0,0.13578524002119557,-0.04328108675915968,-0.3401833039202294,-0.6283783063960149,-1.208442205455592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.25,98.5,-14.25,98.5
96626,2025-05-27 15:08:00,long,21369.5,38.25,8.75,29.5,TP1,TP2,1.0,21,0.025504888782074298,0.025504888782074298,11,1,379.6406833562216,7.0,0.35641441088003334,1.0,-0.003201713199861067,62.2832198597993,24.252969990513495,21342.177287302897,21368.0,21371.75,21353.0,-0.01516867698305252,-1.0,0.05539109251574814,63.341608454174974,39.0309779620117,21311.157963773698,21356.0,21393.75,21348.25,0.09612273644021835,1.0,0.059878569335234666,66.52947039277728,46.25388179882687,21292.622379322846,21356.0,21393.75,21348.25,-0.2767846089976179,-1.0,-0.05731016295538677,68.0104701745112,62.564559863866805,21266.66709212764,21356.0,21393.75,21292.0,0.0011137785915997789,1.0,-0.008393248907533735,57.410844379893035,133.12953410830497,21218.39471037479,21297.0,21352.75,21272.25,True,21383.5,21292.0,False,False,21393.75,21292.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12099380653381592,0.2104157657811375,0.29765061131549564,0.42006068692083337,0.37045823069158496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,77.5,-24.25,77.5
98014,2025-05-28 15:16:00,short,21449.5,8.5,9.0,-0.5,TP1,BE,0.0,46,-0.4775026066777496,0.4775026066777496,11,2,377.2556345450629,43.0,-0.0612147195615414,-1.0,-0.06349110491090015,38.867408832631604,25.099806051934575,21464.691685521862,21438.25,21459.0,21437.25,0.3581446225280073,1.0,-0.012245581077579781,35.73544688122986,32.92620067539929,21473.413418594344,21438.25,21469.25,21428.5,-0.8693479696357769,-1.0,-0.017439458969348065,34.618684657685804,36.456975902641126,21464.50830091227,21432.5,21464.5,21426.25,-0.34072650214615513,-1.0,-0.05860566129785255,43.57432266540399,48.07186443129992,21441.52594765191,21432.5,21487.75,21426.25,0.015458103382889998,1.0,-0.013030193208401264,69.03761649183454,116.50400833461363,21325.692788727403,21503.5,21523.5,21407.0,False,21487.75,21438.25,False,False,21487.75,21426.25,1.0,1.0,0.0,1.0,1.0,0.0,-0.12318688714125603,-0.16375327903804582,-0.14912198529565857,-0.042095640366015846,0.8337699179769873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.25,11.25,-38.25,23.25
99414,2025-05-29 15:36:00,short,21455.25,39.25,7.75,31.5,TP1,TP2,1.0,14,-0.27710354041438046,0.27710354041438046,11,3,382.8802320775584,2.0,0.023768905959966002,1.0,0.037985103003690734,39.15401362993951,41.55007577789612,21490.22846387325,21442.75,21504.75,21424.25,0.7869798740380692,1.0,0.1387006054554022,39.13497217653677,55.969833660872965,21583.119627901626,21500.5,21510.25,21457.0,0.7923924108088718,1.0,0.011942394888414642,28.04369929959428,68.85707588956858,21645.00716628666,21500.5,21519.25,21457.0,0.33650997669314725,1.0,0.05891755010123423,27.232037037254443,86.73913584044449,21652.336559514304,21516.0,21534.0,21380.25,0.14014029766230715,1.0,0.047104730510657666,59.09053081329336,145.82399054411695,21478.328726427164,21655.0,21858.75,21648.75,False,21534.0,21380.25,False,False,21534.0,21380.25,2.0,0.0,0.0,0.0,0.0,0.0,-0.22093047523000503,-0.38279743302177266,-0.6676235548294916,-0.6296621112440455,0.8225559624453361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-78.75,75.0,-78.75,75.0
100739,2025-05-30 14:41:00,long,21380.25,-89.0,-44.5,-44.5,SL,SL,0.0,31,0.06965770535705618,0.06965770535705618,10,4,395.3709297863042,,-0.20899675432610398,-1.0,0.03146399224452068,65.50054160629293,37.043014428371926,21351.537861801666,21394.75,21399.5,21359.0,-0.0153330422811018,-1.0,0.09105270609615482,56.450540919756264,54.475893097143164,21349.844695570235,21384.25,21394.75,21355.25,-0.053048693336153224,-1.0,0.0697877201047315,54.21315994547796,65.83651366434516,21358.845106199875,21384.25,21394.75,21256.25,-0.31763343781083364,-1.0,0.025611526579106203,26.990829416406527,80.685112739903,21384.601838150487,21260.0,21390.75,21234.75,0.564777241754461,1.0,0.07220060863323574,45.89850813348274,145.17679767707583,21426.3737328971,21388.0,21421.5,21349.0,True,21394.75,21256.25,False,False,,,2.0,0.0,0.0,0.0,0.0,1.0,0.20238419582713843,0.16115013912444903,0.1189431997554531,-0.5826708352745458,-0.17909578809494398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-14.5,124.0,,
100824,2025-05-30 16:06:00,short,21308.0,46.75,14.0,32.75,TP1,TP2,1.0,12,-0.14141747709601887,0.14141747709601887,12,4,395.3709297863042,11.0,0.04987074308330097,1.0,0.05024519500406888,37.354622121880666,34.92343493096151,21335.66005858557,21302.5,21327.0,21295.75,0.2177778759512288,1.0,0.06064153364631364,45.629897418447975,55.28911430722006,21345.833913478244,21323.0,21347.75,21292.0,0.11383044469985731,1.0,0.06019784311955714,45.2674094057317,66.58174946084779,21355.88139330795,21323.0,21379.0,21288.0,-0.3429066332224449,-1.0,-0.008493959203367318,43.5027021259642,85.57160231144698,21376.141187238834,21323.0,21379.0,21288.0,0.5906432506717891,1.0,0.025866008917328154,41.38271912078309,148.66416927157042,21416.528615478328,21323.0,21420.0,21226.0,False,21394.75,21256.25,False,False,21399.5,21256.25,2.0,0.0,0.0,0.0,1.0,0.0,-0.15542082360946974,-0.10697128803117772,-0.15396879530457871,-0.24860046896845303,-0.4367123036491181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.75,51.75,-91.5,51.75
102154,2025-06-02 15:16:00,long,21389.25,45.75,8.25,37.5,TP1,TP2,1.0,35,0.12833605223180883,0.12833605223180883,11,0,370.025189458599,28.0,0.20821638248663324,1.0,0.02140343612438203,60.4952776724161,42.63456602972007,21356.879612400775,21398.5,21408.0,21355.75,-0.4689504268526841,-1.0,-0.013763317256038021,65.16831432106446,55.52102511329576,21316.211833735222,21398.5,21416.0,21355.75,-0.2793384945397491,-1.0,-0.01927437397980114,83.54738765524597,60.62227286296312,21283.333907727618,21397.0,21418.75,21349.0,0.09398391994633104,1.0,-0.07001412964975418,76.17579387651645,84.84842234086857,21286.068304848097,21397.0,21418.75,21234.5,0.46025435304501044,1.0,-0.036244153425169734,39.65482685432762,141.96918136357135,21355.428965009254,21256.0,21291.5,21200.25,True,21384.5,21234.5,True,False,21418.75,21234.5,0.0,1.0,0.0,0.0,1.0,1.0,0.19488047109212706,0.38603560007105886,0.5340614997874558,0.5211469472107134,-0.46559104559392345,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.75,154.75,-29.5,154.75
102234,2025-06-02 16:36:00,long,21434.75,53.75,19.0,34.75,TP1,TP2,1.0,26,0.782120009453492,0.782120009453492,12,0,370.025189458599,19.0,-0.09964415407957239,-1.0,0.025695759038605492,60.98115238432917,29.037118832079575,21406.457465072886,21432.75,21434.0,21418.75,-0.5906279770606192,-1.0,0.01985889549723885,63.83754089893559,50.65059755122666,21354.651894578503,21421.75,21441.5,21408.75,-0.35263998820029574,-1.0,-0.021056072717118512,74.65560479400213,60.47408290084912,21316.279157013687,21421.75,21441.5,21408.75,0.05353426011645168,1.0,-0.04044965982987936,79.67238986540384,85.1449636022351,21300.204656767324,21434.5,21444.75,21355.75,0.4104262567169873,1.0,-0.04982809632802315,57.62221124782026,147.7928112661734,21362.95953977028,21434.5,21458.0,21234.5,True,21384.5,21234.5,True,False,21418.75,21234.5,0.0,0.0,0.0,0.0,1.0,1.0,0.1228252501377816,0.3142083783558746,0.4947901189012626,0.6304885112454006,0.33488084877255553,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.25,200.25,16.0,200.25
103499,2025-06-03 14:41:00,long,21609.75,43.5,9.5,34.0,TP1,TP2,1.0,11,0.5162818031306101,0.5162818031306101,10,1,373.1483902115562,5.0,0.10597100760845166,1.0,0.013321243702233115,60.85498131417011,31.180257161772314,21580.529641618035,21613.0,21617.5,21584.0,0.15512601339575666,1.0,-0.006020115509071722,85.28951906183556,35.66122862839861,21533.389378366897,21621.25,21629.0,21597.0,-0.1691538041169577,-1.0,-0.031161119660163245,84.86637023868032,42.308476623957475,21507.91759234598,21621.25,21638.75,21557.5,-0.6078757005249718,-1.0,-0.0896997648049842,80.9201144588271,57.67229411026296,21471.964181945164,21589.25,21606.0,21510.0,0.18288717980991004,1.0,-0.04784075146900904,61.62390960178091,134.81956834103963,21412.941792689668,21527.0,21534.75,21398.25,True,21638.75,21557.5,False,False,,,1.0,1.0,1.0,0.0,0.0,1.0,0.15046135994431553,0.40802040073343115,0.5269334288985323,0.5462277091233976,0.5326601473753204,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-29.0,52.25,,
103574,2025-06-03 15:56:00,long,21674.0,43.5,9.75,33.75,TP1,TP2,1.0,22,0.24800173514074264,0.24800173514074264,11,1,373.1483902115562,3.0,0.04193117196226617,1.0,0.00670026514416916,63.29998290645363,22.969313520665054,21647.05007350679,21674.25,21677.75,21655.0,0.060890790419984964,1.0,-0.011008299265250238,87.80519576604937,35.02064394880854,21583.432057234844,21679.0,21684.25,21659.5,-0.2021595679901885,-1.0,-0.015512818208449686,88.91770266603758,44.19965586453476,21536.804423666435,21672.5,21686.5,21652.25,-0.6664149398385548,-1.0,-0.05853923931358307,86.72407224724509,61.12427310238703,21489.99140271229,21661.25,21663.5,21557.5,0.18288717980991004,1.0,-0.04784075146900904,61.62390960178091,134.81956834103963,21412.941792689668,21527.0,21534.75,21398.25,True,21638.75,21557.5,True,False,21663.5,21557.5,1.0,1.0,1.0,0.0,0.0,1.0,0.1256518851337551,0.44278380987661803,0.6300636513393367,0.7969225956325636,0.5326601473753204,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.25,116.5,10.5,116.5
104989,2025-06-04 16:31:00,short,21726.5,4.0,9.5,-5.5,TP1,BE,0.0,10,-0.3127813163482259,0.3127813163482259,12,2,372.31636233930215,3.0,0.4551561927072213,1.0,0.06083253440393532,39.62670659966541,25.340351511997664,21740.537179644645,21720.25,21738.75,21715.5,0.20804497374525444,1.0,0.04966159542763751,44.851107801050894,38.63195805957105,21734.252109544734,21720.25,21741.5,21708.25,0.26195656735808553,1.0,-0.006796709694924907,44.896296560105924,42.987355078342645,21727.41064206927,21720.25,21757.0,21706.0,-0.32797032924474073,-1.0,0.007015098575302747,64.8383460715778,55.25364732659137,21703.198763845896,21754.25,21784.75,21731.5,-0.23080838281739954,-1.0,-0.04940361807787161,73.72394323180482,118.49955343938085,21566.687368605497,21754.25,21793.5,21641.0,False,21746.5,21641.0,False,False,21763.75,21641.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.09331498792789636,-0.06442416087823225,-0.03295672083172681,0.23522447870286947,0.869686791433426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-20.0,85.5,-37.25,85.5
106264,2025-06-05 14:46:00,long,21827.5,56.0,28.0,28.0,TP1,TP2,1.0,1,0.15214755650283135,0.15214755650283135,10,3,357.27590788649485,1.0,0.015569471311360383,1.0,0.03809630820373694,63.4748152843965,50.91810384175901,21771.489073428056,21831.5,21867.25,21755.75,0.028287053307143234,1.0,-0.022403883923835438,64.16337682842405,55.559436684714896,21778.844269835958,21831.5,21867.25,21700.75,-0.23781493957965125,-1.0,0.042989051373217596,55.65866986262135,52.382519114874036,21773.74870156962,21801.75,21804.5,21703.0,-0.44661268008723226,-1.0,-0.022077996732740357,39.0277033150127,59.75264927903313,21756.411001947185,21723.75,21840.0,21691.75,-0.395827660508457,-1.0,-0.01580323190546784,65.70541932812608,107.16874097319575,21645.920110868145,21767.75,21842.5,21745.25,True,21804.5,21703.0,True,False,,,0.0,1.0,1.0,0.0,0.0,0.0,0.2756399728541616,0.24177467597291807,0.12860118307676088,-0.1501212766400737,0.5628307251798744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,124.5,,
106374,2025-06-05 16:36:00,short,21846.5,33.75,7.75,26.0,TP1,TP2,1.0,4,-0.1061658224285294,0.1061658224285294,12,3,357.27590788649485,2.0,0.18010217001636544,1.0,0.021190990731711684,37.50770687871084,32.984955858344954,21867.817306531375,21848.5,21868.0,21843.0,0.024780689607523165,1.0,0.03534369597049841,54.941653256815265,53.04855599023875,21833.494797241317,21861.0,21870.75,21812.0,-0.07522723720794103,-1.0,0.05318257413297561,57.32659881126129,64.6164847573906,21811.969968980284,21861.0,21923.0,21812.0,-0.5125538568050311,-1.0,0.0012641689447936422,72.07490133446021,69.86452922528876,21780.701523135904,21920.0,21936.25,21844.5,-0.43486554429094615,-1.0,-0.039037883782489124,78.09460287283486,116.97811661796747,21672.02295745213,21920.0,21936.25,21691.75,True,21804.5,21703.0,True,False,21878.5,21700.75,0.0,0.0,0.0,1.0,1.0,1.0,-0.08833669250385279,0.12597709626476233,0.22478497398191874,0.6395500012528551,1.1442265589821263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,143.5,-32.0,145.75
107609,2025-06-06 14:11:00,long,21827.25,0.5,9.25,-8.75,TP1,BE,0.0,9,0.3099007827908907,0.3099007827908907,10,4,364.98834303745946,4.0,0.16257491749721492,1.0,0.02979541741341532,65.03348795370248,29.442266557214023,21791.904997907393,21839.75,21844.0,21817.5,-0.5429322082892729,-1.0,-0.12466620273725448,86.7115748666509,36.99220059498771,21728.529706815152,21840.0,21863.5,21803.0,-0.27922884809148973,-1.0,-0.012362026977990936,88.08736608095154,47.940532947281376,21695.236776365167,21840.0,21863.5,21768.0,0.11634461513388966,1.0,-0.07757839130315075,77.65091201925367,69.3792198467393,21687.21062272422,21840.0,21863.5,21746.25,-0.308064213434509,-1.0,0.030432552425090742,50.23492508676245,125.91241903194168,21651.735913221608,21671.0,21695.0,21638.0,True,,,False,False,,,2.0,1.0,0.0,0.0,1.0,0.0,0.21955401373675681,0.5130135112173981,0.6672580950696884,0.7045137336181277,0.08897248172433367,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,
107749,2025-06-06 16:31:00,short,21790.75,43.5,11.25,32.25,TP1,TP2,1.0,13,-0.01423989099883688,0.01423989099883688,12,4,364.98834303745946,7.0,0.4362464188379057,1.0,-0.027164952771298045,39.38414393521252,27.077054629419543,21806.025353752266,21789.25,21797.0,21780.25,-0.706700526537296,-1.0,0.0834065430925458,48.96974591018507,45.06563504856995,21780.284573058172,21789.25,21825.25,21780.25,-0.33215871290638305,-1.0,-0.003509924010199783,60.177262062166534,57.992034661143684,21735.66073518285,21789.25,21833.75,21780.25,-0.04212931735793768,-1.0,-0.0814752213013773,68.58518504862893,75.13310282703544,21709.946790937513,21806.25,21870.25,21735.75,-0.2871065646636163,-1.0,0.020957648770892734,61.26739761063883,132.15081767251726,21666.451540533835,21806.25,21870.25,21657.0,True,21849.75,21768.5,False,False,21849.75,21763.75,2.0,0.0,1.0,1.0,1.0,1.0,-0.07692990116320848,0.041163038580854794,0.24654996905802334,0.4435902583726633,0.6452300654983965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,22.25,-59.0,27.0
108978,2025-06-09 14:00:00,long,21787.25,47.25,21.75,25.5,TP1,TP2,1.0,9,0.06515275533639914,0.06515275533639914,10,0,343.72719374148295,1.0,0.2205265327772579,1.0,0.10995041497572519,60.13892579568699,18.0873060424541,21798.985526277993,21815.5,21817.5,21800.25,-0.45551646472355334,-1.0,0.03898245419999574,50.34894752400299,22.80203546993803,21791.866161486403,21795.75,21815.0,21750.25,-0.29217611962795215,-1.0,-0.04361103443162806,59.243438534857,28.117798187342363,21780.414398623132,21797.5,21814.25,21795.0,-0.19317015259819798,-1.0,-0.07193099092877009,59.17713310796021,47.8321113792069,21768.13339558021,21797.25,21817.5,21790.5,-0.14128211352208422,-1.0,0.01857950676662981,59.94464422892287,113.2358547192105,21720.26727249588,21810.75,21824.0,21758.5,True,,,False,False,,,0.0,1.0,0.0,0.0,0.0,0.0,0.07575799205013195,0.017822422755426576,0.07844479477832193,0.13375792903630748,0.4165820170118161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
109049,2025-06-09 15:11:00,long,21862.0,-86.0,-43.0,-43.0,SL,SL,0.0,17,0.15002909913358026,0.15002909913358026,11,0,343.72719374148295,,0.25647651159700324,1.0,-0.021110508710488085,63.22020969117563,21.090101154288764,21839.100104987923,21865.25,21866.75,21852.0,-0.13827961809701336,-1.0,0.043071725483635526,63.63693606806931,28.595994983005035,21810.815290706654,21842.0,21861.75,21830.25,-0.3350936680847051,-1.0,0.012004645284228233,68.81763622984543,36.544479816906396,21793.02611598705,21842.0,21892.5,21830.25,-0.3450681123241201,-1.0,-0.09050256191503481,69.17602996723583,53.404983791254935,21776.79400409174,21842.0,21892.5,21787.25,-0.14128211352208422,-1.0,0.01857950676662981,59.94464422892287,113.2358547192105,21720.26727249588,21810.75,21824.0,21758.5,True,21866.75,21787.25,False,False,21892.5,21787.25,0.0,1.0,0.0,0.0,0.0,0.0,0.11973888523961779,0.14297819168013065,0.22472273355843758,0.29942881351593736,0.4165820170118161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.75,74.75,-30.5,74.75
110394,2025-06-10 14:36:00,long,21875.5,8.5,9.5,-1.0,TP1,BE,0.0,15,0.07250987673885168,0.07250987673885168,10,1,331.7466799028056,11.0,0.7068917798408065,1.0,-0.12651460229795497,61.97616726155522,22.17687258101398,21861.52553529587,21876.25,21885.75,21869.0,0.05700174032955482,1.0,-0.006238169351294037,65.5568483319934,29.248873360570208,21849.383249399194,21872.75,21883.75,21859.75,0.15301328347023646,1.0,-0.049509083214679006,60.959055821271484,38.2406270752186,21847.712751477724,21872.75,21883.75,21847.75,-0.1149725239687498,-1.0,0.0763233087332893,53.62504117273869,53.693969726293155,21844.839138382406,21857.75,21893.25,21818.0,-0.10916998871033362,-1.0,0.03191709797036313,56.72833958270929,116.77307777416533,21777.662785169407,21857.25,21858.75,21760.5,True,21883.75,21847.75,False,False,,,0.0,1.0,1.0,1.0,0.0,0.0,0.067353326648485,0.10694466902835119,0.1145989459266513,0.05910257125633625,0.3654534263648914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.25,27.75,,
110534,2025-06-10 16:56:00,long,21913.0,6.75,7.0,-0.25,TP1,BE,0.0,22,0.002992125044116306,0.002992125044116306,12,1,331.7466799028056,16.0,0.07974144749811798,1.0,-0.04945353661426585,67.2273178058154,20.363590265565506,21885.98902238855,21911.5,21915.0,21898.75,0.08546726711686731,1.0,-0.004334386575526761,61.25314306056415,34.15205891636169,21866.803323709435,21895.25,21909.75,21891.0,-0.017965977394610033,-1.0,-0.03170200627338399,69.62484904158396,44.93916076362241,21856.931563933384,21907.75,21917.0,21871.25,-0.06840294891378329,-1.0,-0.0012724424264380363,59.29392014060662,58.76291267216094,21848.434079265415,21874.75,21878.75,21743.0,-0.08584877381177047,-1.0,0.023321214898563147,58.43252023665965,119.16428650458208,21786.909186581845,21874.75,21893.25,21743.0,True,21883.75,21847.75,True,False,21889.5,21847.75,0.0,1.0,1.0,0.0,0.0,0.0,0.11656305586809261,0.1300906944167791,0.2325048962978548,0.12044762859943153,0.4031816200540047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,65.25,23.5,65.25
